"NNP , NNP NNP IN NNP NNP NNP NNP CC NNP : NN CD ( NN ) IN DT NNP NNP NNP IN CD .",1
DT NNS VBD VBN IN NN NNP NNP POS NNS NN NN .,1
"IN CD NNP VBD VBG NNS CD NNS IN DT NNP VBD RB IN DT NNP IN CD NNS CC RB VBD DT NNP IN VBG DT JJS NN NNS IN CD IN VBG DT JJS NNS , CD .",1
"IN NNP RB , DT CD NNS VBP VBN IN NN .",1
PRP VBZ DT NN IN DT NN TO VB PRP$ NNS IN PRP MD VB DT NN IN NNP CC JJ NN TO PRP$ JJ NNS .,1
"IN DT NN IN NNS , NNP , NNS NNP , VBG PRP DT NNP NN NN IN DT NNP POS : RB TO VB DT NN IN NN .",1
PRP VBP IN CD DT JJ NN NN RB VBD IN DT JJ NNP .,1
"NNP NNP JJS NNS IN DT JJ JJ NNP NN NNP NNP , CD , CD JJ NNP JJS NNS IN JJ IN JJ NNP NNS NNP NNP , CD , CD NNP CD CD NNP CD JJS NNS IN DT JJ JJ NNP VBG NN NNP NNP , CD , CD JJ NNP NN , CD CD JJS NNS IN DT JJ JJ NNP NNS VBP NNP NNP , CD , CD NNP CD , JJ NN .",1
CD IN DT RBS JJ NNS VBD DT NNP NNP .,1
"IN CD NNS IN DT NNP NNP NNP , DT NNS VBP DT JJ NN NN VBN IN NNP .",1
"DT JJ NN IN DT NN IN DT NN VBD $ CD , CC DT JJ NN IN DT NN VBD $ CD .",1
"`` RB IN PRP VBD , NNP POS NN VBD NNP NNP IN PRP$ NN VBD VBN PRP$ NN NNS , NNS CC DT NN IN PRP .",1
NNS VBP IN NNP MD VB IN DT NNS IN NN TO VB WP NNS VBP IN NNS .,1
"IN DT NN IN CD , NN IN DT NN IN NNP CD VBD NN CC DT NN IN NN VBN NNS .",1
"NNP VBD CD NNS , CD IN NNS , CC VBD CD NNS .",1
"DT JJ NN POS NNS NN IN DT JJ NN VBD CD NNS , DT NN IN DT JJR NN .",1
"PDT DT NNS , RB , VBP RB JJ IN NNS VBP RB VB JJ NN IN DT NN .",1
"RBR RB , PRP MD VB VBD TO VB VBG JJ NNS TO VB , NN , NN , VBG CC JJ NNS RB RB IN TO DT VBG CC VBG IN DT NN CC IN JJ NNS .",1
"JJ , NN , JJ , NN ( NNP ) NNS IN NNP VBP JJ NNS RB VBN IN JJ NNS .",1
DT NN NNP NNP VBD TO VB PRP IN DT JJ NN IN DT NN .,1
PRP VBZ DT JJ RB VBN NN IN NNP NNP NNP .,1
"WRB DT NN VBZ VBN IN CC IN DT NN IN DT JJ NN , DT NN IN WDT DT NN VBZ VBN MD VB DT JJ NN IN NN .",1
DT NNP NN VBD CD IN DT NNP IN VBG NN VBG RP IN VBG DT NNP IN DT JJ JJ NN IN DT JJ NN .,1
"DT NNP NNP NNP CD VBZ VBN RB VBN IN DT NNP NNP ( NNP ) NNP CD WDT VBD VBN IN DT CD NNS IN DT JJ NNP IN NNP CD , CC CD , CD .",1
NNS IN NNP NNP CD .,1
"DT NN IN DT NNP NNP VBD NN TO DT NN IN NNP NNP , DT NN VBD DT NN IN NNP NNP , CC DT NN NN VBD VBN IN DT JJ NN , WRB DT NN VBD DT NNP NNP RB IN JJ CD .",1
"PRP VBZ VBN `` NNP '' CC VBD VBN IN DT JJ NN IN DT NNP NN , CC RB TO VB IN DT NN IN DT JJ NN , NNP , IN NNP .",1
"IN NN , NNP VBZ MD VB VBN IN NN IN DT NN IN JJS NN ( DT NN CC NN ) TO VB NN ( DT NN ) ( NNP CC NNP CD : JJ ) : VBG JJ NNS JJ NNS JJ NNS VBZ JJ NNS VBP NNS NNS RB , DT RBS JJ NN IN DT NN MD VB RB IN DT NN IN JJR NN VBZ JJ .",1
"NNS NNP , NNP .",1
"DT JJ NN VBZ VBN IN DT JJ NN IN DT NN IN NNP , CD NNS RB IN NNP .",1
"DT NN VBZ VBN WRB JJ IN DT NNP NN , CC VBZ JJ IN IN CD NNP CD .",1
NNP VBG NNS MD VB VBN TO VB DT JJ NN NN NN .,1
NNP VBZ VBN IN DT NNP NNP NNP NNP .,1
"NNP PRP VBD VBN IN CD , CC VBD VBN TO VB NNS IN PRP CC PRP$ RBS JJ NN : '' '' CD NNP .",1
"NNP RBR NNS VBD VBN IN DT NNP NNP IN CD CC CD , CC DT NN IN NNS CC NNS VBD VBN TO VB NN IN DT NN .",1
JJ .,5
"RB RBS JJ NNS VBG JJ NNP NN NNP NNP , CD , CD NNP CD CD NNP CD NNP NN NNP NNP , CD NNS CD NNS , CD NNP CD , JJ NN .",1
"IN DT NN IN CD NNS IN JJ NN IN NN TO DT IN PRP$ JJ NN , DT JJ NN RB VBZ IN DT NN IN DT NNP , WDT VBD IN RB RB RB NNP .",1
"IN NN TO VBG DT JJ NN DT NN NN IN DT NNP NNP NNP POS NNP NN , PRP VBZ VBN IN NNP VBZ VBG TO VB PRP$ NNP .",1
DT IN DT NN NNS VBP RB VBN .,1
"CD IN PRP , WDT VBD DT JJ NN NN IN DT NN : PRP VBD RB IN NNP NNP ( .",1
PRP VBD IN CD IN NNP .,1
NNP VBD DT JJ NN RB IN PRP$ NNP NNP NNP NN CC VBD PRP$ NN IN NN TO VB DT JJ NN IN DT NNP NNP .,1
"IN VBG CD NNS , PRP VBD VBN CC VBN IN DT NN NN .",1
CD IN NN NN ( CD .,2
"NNP VBZ TO VB NNP , CC VBZ IN PRP$ NN IN PRP$ VBZ IN DT NN .",1
"DT NNP NNP VBD VBN IN NN VBN IN DT NN , IN DT NN VBN NN VBN IN VBG NN NNP NNP IN NN .",1
"IN PRP VBD DT JJ NN IN NNS IN JJ NN POS NN , `` NNP IN DT NN '' , `` DT NNP '' VBD DT CD .",1
", NNP , WDT VBZ DT CD NNS NNP ) .",1
`` NN CC DT NNP NNP IN DT NNP NN NNP '' ( NN ) .,1
"NNP VBD VBN IN NNP NNP NNP IN NNP POS JJ NNP NNP IN NNP , CD , CC IN NNP NNP .",1
NNP NNP ) .,1
"CD NNS DT NN , CC DT NN NN WDT VBD RB CD .",1
"TO VB DT JJ NN IN NNP NNP NNP , PRP VBP DT NNP NN NN IN NNP NN , WDT VBZ VBG DT CD NNP .",1
"NNP NNP NN TO VB IN DT JJ NNP VBG NN NNP NNP , CD NNS , CD NNS , CD NNP CD , JJ NN .",2
DT IN DT NNP VBP DT NNP CC DT NNP IN DT NN IN DT JJ NNS IN DT NNP .,1
DT NN VBD IN NN IN DT JJ NN IN CD NNP CD IN DT NNP NNP .,1
"DT NN IN JJ NN VBN IN DT NNP IN PRP$ NN VBP VBN IN DT NNP NNP CC NNP NNP , NNP .",1
"IN CD , NNP NNP VBD NN WDT MD VB NN NNP IN DT JJ NNP TO VB NN VBN IN JJ NN .",1
"IN PRP VBD IN DT NN IN DT NNP NNP , DT NN VBD TO VB JJ .",1
NNP NNP NNP NNP TO NNP NNP .,1
( CD CD ) .,1
"PRP VBZ JJ TO DT NNP NNP , NNP NNP .",1
"DT NNP NNPS VBD NN IN DT JJ NN , VBG VBN NN IN CD IN DT JJ NNP .",1
"VB DT NN NN NNP , NNP .",1
"PRP VBD DT JJ NN NN NN TO VB VBN , IN NNP ( NNP ) CD .",1
"IN CD , DT NNP NNP NNP NNP IN NNP CC NNP VBD DT NN PRP$ JJ NNP , RB RB VBD DT NNP NNP POS IN DT NN POS NN , DT RB NNP NNP IN NNP NNP NNP NNP .",1
NNP NNP POS NN `` JJ NNP '' VBZ VBN TO PRP .,1
"RB , RB CC IN JJ IN PRP$ NNS , NNP VBD VBN DT NN IN PRP$ NN , IN PRP$ NNS IN MD VB VBN VBN .",1
"NNP VBD CD NNS , CD JJS IN DT NNP .",1
"DT NN IN DT JJ NN VBZ NNP TO VB RB JJ NNS IN NN , RB RB IN NN PRP$ NN IN DT RB VBN NNP IN NNP NNP .",1
"NNP , JJ NN VBZ RB VBN IN NN IN PRP VBP RB RB JJ IN DT JJ NN IN DT NN IN JJ NN .",1
"DT NN NN IN CD JJ NNS IN DT JJ NN TO VB IN NN NN , CC VBD IN RBR NN TO RB VB IN DT JJ NNS CC WRB PRP VBZ JJ NN .",1
"NN NN NN NN ( CD ) NNP NN NN NN NN NN NN ( CD ) : JJS JJ NN IN DT NNP NNP FW NNP FW NNP , NNP NNP IN DT NNP NNP NNP NNP , NNP IN DT NNP NNP NNP NNP , NNP VBZ CD NNP FW NNP NNP NNP CC NNP NNP NN JJ NN IN FW NNP NNP NNP MD VB NN JJ NN ( CD ) NNP ( CD ) NNP NNP ( JJ NNP CD , CD ) VBZ DT NN IN NN NN NN NNP .",1
"DT CD NN VBD DT JJ NN IN DT NNP NNP NNP CC DT NNP NNP NNP NNP , NN NNP NNP , VBZ IN NNP NNP NNP , NNP NNP , DT NN NNP , NNP NNP , NNP NNP , NNP NNP , NNP VBG NNP , NNS IN NNP POS NNP NNP NNP , NNP NNP , DT NNP IN NNP NNP , JJ NN NNP NNP , NN NNP .",1
"PRP VBZ RB VBN IN JJ JJ NNS JJ IN DT NNP FW FW NNP NN , NNP FW NNP CC NNP CC NNP CC DT NNP NNP NNP IN NNP .",1
JJ NN NN : NN .,2
"VBN IN DT NN NN IN PRP$ NN , PRP VBZ DT NN IN DT JJ CC JJ NNS : IN NNS IN `` JJ NNP '' NN DT NN IN DT NN IN NNP NNP , DT NN IN NNS JJ IN `` NNP NNP NNP '' , `` JJS NN '' CC `` NNP NNP '' RB VBP NNP POS NN , JJR NN IN VBN IN CD CC NNP CC NNP .",1
"NNP VBD DT NNP TO NNP NNP , VBG PRP IN DT NN CC NN NN .",1
"NN POS NN , NNP NNP , VBD IN VBG NNP TO VB PRP VB DT NN , CC IN IN DT JJ NN , DT JJ NN MD RB VB VBN , IN NNP VBD IN NNP VBG DT JJ NN IN RB .",1
NNP VBD DT NN CC NNP VBD DT JJ VB WRB RB RB IN NN CC NN NN TO VB PRP$ JJ NN .,1
PRP MD RB VB PRP IN VBG DT NN CC IN VBG DT NN RB JJ .,1
JJ IN PRP VBD VBG RB DT NNPS IN DT JJ IN NNP IN DT NN .,1
"DT JJ NN VBD VBN IN NNP CD IN DT NNP NNP IN NNP NNP , NNP NNP .",1
JJ NNS IN NNP NNP NNP VBZ DT NN IN DT NNP NN IN JJ NNP .,1
IN NNP .,1
DT NN NNP NN IN NNP VBZ NNP .,1
"VBN RB RB IN NNP NNP , PRP VBZ IN DT NN IN NNP NNP NNP .",1
PRP VBP VBN CD NNS IN DT NN IN NNS : NN CC NN NNP CC NN NNP CC JJ NNP CC JJ NNP CC NN NNP CC NN NNS CC NN DT NNS IN DT NNP NNP NN IN NN WDT VBZ VBN IN JJ NNS NNS ( VB IN ) .,1
PRP$ JJ NN IN JJ NN VBZ DT JJ NN .,1
NNP VBD RB JJ IN DT JJ NN CC RB VBD NN IN DT NNP NNP NNP FW NNP NN NN IN NNP .,1
DT NN VBZ VBN IN DT NNP IN DT NNP IN NNP .,1
DT NN VBZ VBP JJ NNS IN NN .,1
"DT NN JJ NN IN NNP , VBD IN DT NN IN DT NN , IN TO DT NN IN NN NNP NNP , VBZ DT NN IN DT NN IN NNP .",1
"IN IN NNP CD DT NN VBZ JJ CC JJ NN VBZ VBG CD NNP NN TO VB DT NNP NNP , IN DT NN IN NNP CD , NNP CD , NNP POS NNP NNP CC NNP NNP , VBZ VBN IN VBG IN CD CC RB JJR .",1
IN CD CD NN CC CD NNP VBD DT NNP NNP NNP NNP .,1
NN CD VBN IN DT NN IN PRP$ JJ NN IN NNP NNP NNP IN DT NN IN CD .,1
DT JJ NNP NNP MD RB VB DT JJ NNS RB IN PRP VBD CD IN NNP IN CD .,1
"NNP NN VBG JJ NN VBZ JJ IN VBG DT NN IN NN NNS , VBG NN NN VBN IN NN NN , CC NN IN NNS , NN , NN NNS , NNS CC NNS .",1
"PRP VBZ JJ IN NNP POS JJ NN JJ VBD `` NNP DT NNP '' , DT NNS IN WDT VBP NN IN `` NNP IN NNP NNP '' : `` PRP VBP RP PRP$ NN CC NN VBD VBG IN NN '' .",1
"IN DT NN IN DT JJ NNP NNP IN CD , JJ IN CD , EX VBP VBN DT NNS IN JJ , NN CC JJ JJ NNS .",1
NNP VBZ RB VBN DT NN IN DT NNP NNP CC NNP NNP .,1
"NNP , NNP NNP NNP CC NNP NNS : DT NNP NNP NNP NNP : NNP NN ( NNP CD ) RB VBN IN CD NNP CD .",1
"IN NNP CD , NNP NNP NN VBD NNP NNP NNP IN CD IN NNP POS NNS IN DT NN MD VB VBN JJ .",1
"VBG TO DT NNP NNP NNP , DT NN VBZ DT CD NN NN IN CD .",1
"NN NNS , NN IN NNS , JJ NNS NNS ) .",1
NNP VBD DT JJ NN IN DT CD NNP NNP NN NNS IN DT NNS .,1
DT NNP IN NNP : JJ NN CC NN IN NNS IN NNP .,1
PRP VBD DT NNP IN NNP IN CD CC VBN IN DT JJ CC NN POS NNS IN JJ NN CC NNS .,1
IN JJ VBG PRP VBZ NNS CC NN IN DT NNP NNP IN NNP POS NN IN NNP .,1
DT JJ NN IN NNP VBZ RB VB JJ NN IN DT NN IN DT JJ NN .,1
NNP NNP NNP PRP VBD DT NN IN JJ NNS CC NN .,1
"NN CD , NNP CC NNP , NNP CD , NN .",1
"NNP NNP ) CD ( CD , NN .",1
PRP VBD RB VBN IN DT JJ NNS IN DT NN : NNP FW NNP VBD PRP$ JJ NNP NNP TO NNP NNS IN CD .,1
DT NNP NNP VBZ IN PRP VBZ RB JJ NNS IN VBG DT NN POS NN .,1
"VBN IN NNP , NNP RB VBD IN DT NN IN DT JJ JJ NN NNP VBZ NN .",1
PRP VBP JJ RB IN DT NN JJ CC IN NN IN JJ ) .,1
DT NNS VBD TO VB VBN IN NNS IN DT NN .,1
"NNP , VBD VBN IN NNP IN NNP CD , CD .",1
PRP VBZ VBN JJ JJ NNS IN NNS VBG JJ NN CC NN NN .,1
"RB , PRP VBD TO VB NNS IN DT NNP CC NNP TO VB IN DT NN .",1
"NNP NNP NNP NNP NNP VBD NNP NNP NNP NNP NNP CD CD , CD CD , CD CD PRP VBD NNP POS JJ NN IN DT NN CC DT CD IN PRP$ NN .",1
JJ CD CC CD PRP VBD DT NN IN NNP .,1
VBG IN DT NN IN JJ NN RB CC NNS TO VB JJ JJ NNS ( NN .,1
"WRB NNP POS NN NNP NNP VBD VBN IN IN JJ VBG NN IN NNP , NNP VBD DT NN IN DT NN PRP .",1
PRP VBZ RB TO VB VBN IN DT JJ NNP NN `` DT NNP NNP IN NNP '' .,1
"DT JJ NN , NNP VBD DT JJ NN IN NNP NNP NNP WDT VBD DT NN POS NN .",1
"DT IN NN TO VB CC RB JJ NN , RB RB IN VBG TO JJ NN NNS CC JJ NN , IN JJ NN NNS CC JJ JJ NNS .",1
"NNP POS NN , CC DT NNP .",1
"IN IN DT JJ NN NNS , DT NNPS VBD RB VB DT NN IN DT NNP CC PRP$ JJ NNS .",1
"NNP , RB JJ TO DT NNS IN NNP POS NN , NNS VBP TO NNP , RB RB IN DT NN POS NN , VBG DT NN WDT VBZ NNP IN VBG JJ NN TO NNP .",1
"RB NNP NNS TO NNP NNP TO VB DT JJ NNP NNP NNP , CC VB NN NN IN DT NNP .",1
`` WRB NNP NNP NNP : JJ NNP .,1
"IN DT NN VBZ RB RB JJR IN DT NN IN DT NN , PRP VBZ RB VBN VBN TO DT NN .",1
"NN NNP CC NNP , NNP NNP NNP , '' IN JJ NNP , JJ NN : DT NNP IN NNP CC NNP , '' NNP NNP NNP CC NNP NNP , CD , NN .",1
"IN CD , PRP VBD DT NNP POS NN IN JJ NN IN NNP CC JJ NNS IN NNP NNP CC , IN CD , DT NNP NNP POS NN IN DT NNP IN NNP NNP NNP IN NNP , NNP , WRB PRP VBD DT NN IN DT NNP IN DT NNP .",1
NNP VBZ DT NN IN DT JJ NN IN DT NNP NN NN ( NNP CC NNP CD ) .,1
"PRP RB VBD TO VB PRP$ CD NNP NN , VBG VBN RP IN DT NNP NNP NN IN NNP NNP IN DT CD NNP .",1
"DT NNS VBP IN , IN JJ NN , NNP RB VBZ IN VBN NN RB VBZ JJ TO VB IN , IN , CC IN PRP RB RB .",1
"DT IN DT JJ JJ NNS WDT NN NNS TO NNS VBP : NNP VBZ JJ NN IN NN : NNS , NN , NN , CC NN VBP JJ NN NN IN JJ NNS .",1
"PRP VBP NNS JJ , JJ , NN , CC NN IN CD NNS WDT VBP TO VB VBN IN JJ NN VBZ TO VB VBN .",1
"DT NN IN NNP NNP VBD IN NN IN DT NN WRB NNP VBD RP IN DT NN IN NNP , NNP .",1
PRP VBD VBN IN NNP .,1
"NNS JJ IN NNP , NNP , NNP , NNP , NNP , NNP NNP , NNP NNP IN NNP , NNP NNP , NNP NNP , NNP , NNP NNP NNP NN , NNP , NNP , NNP , NNP , NNP , NNP , NNP , NNP , NNP , VBP VBN NNP TO VB PRP IN JJ NNS RB IN PRP MD VB DT NN IN PRP$ NNS NNP NNP NNP IN NNP NNP , NN NN IN NN .",1
NN CD NN CC NNP CD JJS IN NNP CC VBZ IN DT JJ NN NN TO DT NNP NNP NNP .,1
"DT NN NNP NNP , WP VBZ TO NNP NNP , VBZ VBN IN DT NN NNS .",1
"NNP CD , NNP CD .",1
"IN DT NN NNS VBP JJ , JJ NNS VBP VBG , NN NN VBZ JJ CC RB DT JJ NNS JJ IN VBG DT JJ NN .",1
PRP$ NN NNS VBD IN RB RB DT NNP JJ NN CC RB DT NN IN DT JJ NN .,1
"JJ NN NNS VBP NNS IN VBP IN NN IN NNS CC JJ NN IN JJ NNS , RB DT IN VBP DT CD NNS IN DT NNS , CC DT VBP RB RB NN IN DT JJ NN .",1
"PRP VBD IN NNP NNP CD IN DT NN NNP NN NN NN NN CC RB IN CD , IN DT NN IN NN NN NN .",1
DT VBP DT NNS IN DT NNS POS NNS NN IN NN IN DT CD NNP JJ NNP IN NNP .,1
DT JJ NNP IN NNP VBD DT NN CC DT NN DT NNP IN NNP IN NNP VBD DT NN NN .,1
NN RB VBZ IN DT JJ JJ NN .,1
"CD , RB .",1
JJ NNS CC NNS VBD IN DT NN IN DT NNP NNP NN .,1
"DT NN IN DT JJ NN , NNP , VBD CD .",1
NNP JJ NN NNP NNP NNP CD .,1
"NNS VBD NN NNS RB IN JJ NNS , VBG DT JJ NNP NNP RB RB NN IN DT NN POS NNP NNP .",1
"TO VB DT NN , PRP VBD NNS TO VB DT JJ CD , CC DT RB CD IN VBN .",1
"DT NN VBD VBN IN NNP NNP NNP , NNP .",1
EX VBP CD JJ NN `` NN '' NN VBZ IN NNP WDT VBP VBN IN ( VBN IN DT JJ NN ) .,1
`` .,4
PRP VBZ PRP IN DT NN IN DT NN VBZ DT JJ NN IN CD CD IN JJ NN .,1
NNP NNP NNP NNP .,3
"IN DT JJ NN VBN IN NNP POS NNP , DT NN VBD NN IN NNP NNPS NN .",1
"NNP NNP VBZ NNP NNP IN RB VBG NNP NNP IN NNP , CC VBZ DT NN IN DT NNP , IN WDT PRP VBZ TO VB RB NNP POS NNS .",1
PRP VBD RB JJ .,1
"VBG TO DT NNP NNP NNP , IN CD NN IN DT JJ JJ NNS VBP IN NNS IN DT JJ NNS .",1
"CD NN VBD NNS IN DT NN IN CD , CD .",1
PRP RB VBD NN IN DT NN POS NN .,1
CD NN ) NNP NNP NNP CD WDT VBZ IN DT NN .,1
DT NN VBD VBN RP IN CD .,1
"`` PRP VBD NN VBN IN CD , CC RB IN DT CD VBD DT NN IN DT NNP NNS POS NN NN IN NNP .",1
"IN NNP IN DT NNP NNP , NNP .",1
JJ NNS IN DT NN VBD VBN .,1
"NNP NNS VBP RB IN DT JJ NNS ( IN JJ NNS ) : JJ NNS NN VBZ RB VBN IN NN NNS ( JJ NN ) DT JJ NNS MD VB IN RB DT JJ NN ( WDT VBP RB RB DT JJ JJ RB ) , JJ IN NNP : NN IN `` NN '' , CC NNP : NN `` NN '' .",1
CD NNP ( CD .,3
"IN DT NN IN DT CD CD NN , NNP NNP VBD NNP .",1
"DT NN VBZ VBN `` NNP NNP NNP '' , DT NN TO DT NN NN `` NNP .",1
DT JJ NN NN VBZ VBN VBN .,1
"IN NN , DT NNP NNP NN VBD NN CC NN IN NNS .",1
"RB , PRP VBD VBN IN DT NN IN NNP , IN CD , VBD DT JJ NN , IN NN IN NNP POS NN IN DT NNP POS NNS IN NNP NNP CC NNP IN DT NNP NN : DT JJ NNS MD VB TO VB DT JJ JJ NN IN DT VBG NN .",1
"NNP CC NNP ( NNP : NNP , JJ : NN NN , NNP NNP : , VBZ : NN ) VBD DT JJ NN IN NNP , IN JJ NNP NN IN DT JJ NNP NN IN NNP .",1
"DT RBS JJ NNS IN JJ NN IN NNP VBP JJ CC VB NN , JJ NN VBP RB VBN IN JJ NN NN , NN NNS CC DT NN IN NNS .",1
"NN NNP , NNP ( JJ ) .",1
`` PRP VBP DT NN '' NNS NNS IN NNP NNP NN CC JJ NNP NNP .,1
"PRP VBD VBN IN CD NNP CD , IN NNP , NNP .",1
"IN DT JJ NN , JJ NNS RB VBD PRP$ NNS CC NNS IN NNS IN NNP NNS IN DT NN .",1
"RB , JJ NNP NNP NNP NNP NNP NNS VBP VBG RP DT NN IN DT NNP NNP , CC IN PRP MD VB PRP CC PRP$ NNS , DT NNP CD NNP `` NNP NN '' NNS DT NN POS NN , VBG JJ IN DT NN , CC DT JJ NNS .",1
PRP VBD RB VBN NNP NNP IN CD IN PRP$ NN TO DT NNP IN CD .,1
"DT NN CC JJ JJ JJ NN VBZ VBN JJ IN CD , CC JJ NNS CC NNS VBN IN JJ NNS VBP RB JJ IN DT JJ JJ NNS JJ TO JJ NNS .",1
"IN NN , DT NNP NN NNS VBP JJ RB IN NN NNS .",1
"PRP VBD VBN , NN CC RB VB RB .",1
RB VBG TO JJ NN EX VBP DT NNS IN JJ NN .,1
PRP VBD DT JJ NN TO VB VBN RP DT NN .,1
DT CD NN VBD VBN IN NN IN NNP VBD DT NN IN NN .,1
NNP VBD CC VBD `` JJ NNS '' TO NNP NNS IN DT NN .,1
NNP NNP NNP IN NNP ( IN DT JJ NN ) .,1
"PRP VBD RB VBN VBN JJ NN CC JJ NN IN IN JJ NNP , CC PRP VBD VBN TO VB NN IN JJS CD NNS , DT JJ ( VBG TO PRP$ NN NNP NNP ) WRB PRP VBD IN NN IN DT NN .",1
"VBN NNS IN DT JJ NN VBD VBN IN NNP NNP , NNP NNP , NNP , NNP CC NNP IN DT JJ CD .",1
"IN PRP$ NN , PRP RB VBD TO DT # CD NN IN DT NNP NNP NNP JJ NN NN NN , VBG PRP DT JJ JJ NNP IN NNP NN TO VB DT # CD NN IN DT NN .",1
"NNP NNP NNP IN NNP CD NN , NNP NNP , DT NN IN NNP NNP CC DT NNP NNP NNP NNP NN , VBD DT NN IN PRP IN DT NN IN NNS .",1
"VBG TO DT NN NNP NN NNP , DT NN IN PRP$ NN VBD VBN IN DT NNP NN NN IN DT JJ NN VBN NNP NN .",1
"PRP VBD NNP NNP , IN VBG TO NNP IN CD , WRB PRP VBD PRP$ NN NNP NNP NNP , IN NNP NNP VBG IN NN .",1
"PRP VBZ CD NNS , CD IN WP , NNP NNP , VBZ RB VBG IN DT NNP NNP IN NNP .",1
"DT NNP NNP VBZ DT JJ NN , CC DT NN VBD DT NN IN DT JJ NN IN DT NNP NNP IN JJS IN PRP$ NN .",1
"NN VBD DT NN IN NNP , RB IN CC IN NN TO NNP IN NNP .",1
"DT NN IN DT JJ NNP NN , NNP , VBZ RB VBN VBN .",1
"PRP VBD DT NN NN IN PRP$ NN IN DT CD NNP NNP NNPS WRB CD IN DT VBG JJ NN NNS , NNP NNP CC NNP NNP VBP IN VBN VBN IN VBG NNS .",1
JJR IN CD CD NNS VBP DT NNP NN NN IN DT NN .,1
NNP VBZ NNP TO VB RP PRP$ NN CC NNS PRP IN NNP VBG JJ CC RB .,1
IN CD NNP VBD VBN JJ NNP IN NNP NNP ( NNP ) CC NNP CC NNP NNP IN DT NNP CC NNP NNP NNP IN VBG DT JJ CD NNS IN DT NN CC DT NNP NNP NN IN DT JJ NN .,1
DT NN VBD DT NN IN NNP NNP CC DT NN NN VBZ DT JJ JJ NN IN NNP NNP JJ NN IN JJ NN CC IN NNP NNS IN JJ .,1
"RB JJ WRB DT NN VBZ RB VBN : ( NNP ) VBD VBN TO DT NN IN NN VBN : ( NNP ) VBD VBN TO VB , CC RB RB TO DT JJ NN VBD : ( NNP ) VBD VBN TO DT NN NN VBD : ( NNP ) VBP VBN IN NN .",1
"RB , NNP VBZ NN NN NNS , DT IN WDT VBP IN NN IN DT JJ NNP NNP IN NNP NNP IN NNS IN NNP NNP .",1
"NNP NNP NN IN DT NN NNP NNP , CD NNP CD , JJ NN .",1
DT JJ NN IN DT NN VBD PRP$ NN : DT NN IN NNP CC DT NN IN NNP VBD RB VBN IN NNP NNP IN NNP .,1
`` IN CD NNP NNP VBD IN DT NNP NNP IN NNPS IN DT NNP NNP VBZ `` DT NN NN IN DT JJ NN IN NNP NNS .,1
"PRP VBD VBN IN DT NNP NNP IN DT JJ NN IN DT CD NNP NNP , CC RB VBD IN DT NNP NNP .",1
DT NN VBD DT NN IN JJ JJ JJ NNS .,1
DT JJ NN IN DT NN VBD CD .,1
"JJ NNP NNP ( NNP CD , CD ) .",1
"NN VBZ IN `` JJ DT CD VBZ DT JJ NN , IN DT JJ NN .",1
NN IN NNP NNP .,1
"DT JJ NN NNS VBP NNP CC PRP$ NN , VBG RP DT JJ NN WDT VBD DT NN .",1
DT VBZ RB VBN NNP POS JJ NN IN DT NN .,1
`` DT NN VBZ JJ '' ) VBP JJ `` NN '' ( NN .,1
"DT VBD RB VBN IN DT JJ JJ NN NN `` NNP '' , IN WDT NNP VBZ DT NN IN NN TO VB TO NNP PRP VBZ RB VBN .",1
"IN DT JJ NN , DT NNP NNP VBD DT NN IN JJ NNS IN JJ NNS .",1
PRP$ NN VBD CD IN CD .,1
"PRP RB VBD PRP$ NN TO NNP NNP CC VBG IN DT JJ CD VBN IN DT NN IN NN NNS , NNS CC NNS .",1
NNP NNS VBD RP IN DT JJ NN IN NNP NNP .,1
"NNP NN RB VBZ NN , CC IN DT NNP RB NNS IN NNS VBP VBN IN NNS CC NNS DT NN IN DT NN NN .",1
"NNP VBD VBG NNS TO CD NN NNS , CC RB VBD DT NN , `` VB PRP$ NNP '' IN DT NN .",1
"NNP NNP NNP IN CD JJ NNS NNP NNP , CD , CD , CD NNP NNP , CD , CD , CD JJS JJ NN NNS NNP NNP , CD , FW NNP CC NNP , CD NNP NNP : NN NNP , CD JJ NNP : CC NNP CC NNP , CD NNP NNP : JJ NNP , CD JJ NNP NNP NN IN NNS NNP NNP , CD NNS CD NNS , CD NNP CD , JJ NN .",1
"NNP NNP ( CD NNP CD , CD ) VBD DT JJ NN CC NN WP , IN PRP$ JJ NN , VBD CD NNS IN JJ NN CC CD NN NNS IN NNP POS NNP , NNP POS NNP CC NNP POS , IN NNS .",1
CD JJ NN VBZ DT NN VBN IN NNS .,1
"NNP POS JJ NN , DT JJ NN NN VBD DT NNPS , VBD VBN IN NNP IN PRP$ NN , VBG NNS CC NN .",1
"NNS NNP NNP , DT NN IN JJ JJ JJ NNS , VBD VBN IN CD IN NNP , NNP NNP .",1
"RB , IN NN TO VB `` NNP POS NN '' , DT CD NN JJ NN VBZ VBN TO DT VBN NN NN NN `` NN '' CC DT NN NN NNP VBZ VBN IN NN NN `` PRP$ NN '' .",1
"NNP NNP ) DT NNP IN DT NNP NNP ( CD , NN .",1
"PRP VBD IN DT JJ NNP NNP , VBG IN NNS IN DT NNP NNP CC IN DT JJ NN , IN VBG NN IN DT IN DT NNP NN .",1
"IN NNP NNP RP JJ TO VB IN NNP , NNP VBD .",1
